"","link","title","pub_year"
"139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022983161&partnerID=40&md5=05ebfee3d3facb0021c0d2394f0e45c6","OIL SLICK DETECTION WITH A SIDELOOKING AIRBORNE RADAR.","1986"
"140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037997644&partnerID=40&md5=315f0a753e9be767f7f861700a84190f","Why did granivorous passerines wintering in Wadden Sea salt marshes decline?","2002"
"141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994613860&partnerID=40&md5=c279bd5d2f10c227905571e34bc48a12","Underwater noise measurements in the North Sea in and near the Princess Amalia Wind Farm in operation","2016"
"142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994644884&partnerID=40&md5=f9bf5fc75769d7dcbdb9c37435ec0bd0","Measurements of pile driving noise at the research platform FINO3","2016"
"143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023012492&partnerID=40&md5=e7d0a9f7db6059761acbac6a74952939","ON THE DISCRIMINATION BETWEEN CRUDE OIL SPILLS AND MONOMOLECULAR SEA SLICKS BY AIRBORNE REMOTE SENSORS - TODAY'S POSSIBILITIES AND LIMITATIONS.","1986"
"144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022714654&partnerID=40&md5=a6e18ff79c0423cde2db69d4b34d78fd","Multi-purpose ship for combatting oil spills in shallow waters","1986"
"145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022716718&partnerID=40&md5=f8bc27a0c32da036cd706e820c062be2","MOBILE DIKE SKIMS OIL FROM THE SEA SURFACE.","1986"
"146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030663450&partnerID=40&md5=765575e557b4989d07962b910f967d19","Toxics and the precautionary principle: eliminating the input of hazardous substances","1997"
"147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036801686&partnerID=40&md5=290f3c5e33c6e4e18167bbe73d8b33b8","Passive acoustic monitoring as an environmental protection tool in marine seismic operations","2002"
"148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040872016&partnerID=40&md5=833972f864072f2535a06e871c881e6e","Annual report 1984-85","1986"
"149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022827771&partnerID=40&md5=5f73fa06921fa01d6280eee7bb37f736","Multi spectral scanning techniques for water quality studies in the North Sea.","1986"
"150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036606859&partnerID=40&md5=72d42b2b50f662c6e0120db1decd0bc7","Oil spills - statistics and monitoring","2002"
"151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030712535&partnerID=40&md5=c49ca8916fe8fbfb4bc4a6a4d098d2fc","Harald Valve Station - a Danish subsea installation in the North Sea","1997"
"152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022888059&partnerID=40&md5=ea9834026c168292e2eca4db95366495","The fishing power of Lowestoft trawlers fishing for plaice in the North Sea.","1986"
"153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022829377&partnerID=40&md5=4b44c31badddd7f00f8175a4729bfa55","Inputs into the North Sea and their effects.","1986"
"154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022848159&partnerID=40&md5=32560a46e760ea9931516c8f3ebb3fa5","(Environmental problems of the North Sea. Modern methods of measuring solve the problems of pollutant amounts and transport).","1986"
"155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022563804&partnerID=40&md5=4d648f43b33c322b72e135754a6a3811","OIL SLICK DETECTION WITH AN AIRBORNE SLAR.","1986"
"156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036999717&partnerID=40&md5=ede02598dc395ce85b93b372d8e63420","Marine mammals and seismic vessels jockey for position","2002"
"157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036931150&partnerID=40&md5=168aca9b1c7b33bdd0b46a4b50cc8d6e","Creating near-zero discharge in Norway: A novel environmental solution","2002"
"158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022204527&partnerID=40&md5=d9dfd5a4e70f5bd7b2465e5129401d34","JRC PROGRAMME ON REMOTE SENSING.","1985"
"159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022183227&partnerID=40&md5=35c0314f83604f49072547bb8aa8b6f3","ARCHIMEDES PROJECT: REMOTE SENSING OF OIL SPILLS NORTH SEA EXPERIMENT OCTOBER 1983; REPORT ON DFVLR-SLAR CONTRIBUTION.","1985"
"160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5844238966&partnerID=40&md5=075594ba8e38ba0f9c23151082fa037f","North Sea decommissioning focus switches to human impact","1996"
"161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030349288&partnerID=40&md5=ecfa9b7da8701b87d13ae3c5382452b5","Climate change offshore N.W. Europe - an assessment of the impact of changing meteorological and oceanographic (metocean) conditions on offshore activities","1996"
"162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030434844&partnerID=40&md5=c76a1d718ae68356f59fde167e80f0ec","The Shelf Pilot Model support for assessment and monitoring of the northwest European Shelf Sea","1996"
"163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030370568&partnerID=40&md5=56999a76dd8026731d5db3412a11dc3c","Using the marine environment for the greater good","1996"
"164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030498629&partnerID=40&md5=274d169eb275a21242fbc98a927f9545","Gas exploitation in the Wadden Sea: the battle with oil industry interests continues","1996"
"165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030474889&partnerID=40&md5=50e357a08b8231580c8304d9963f1794","The status of the harbour porpoise, Phocoena phocoena, in Dutch waters and the state of related research in the Netherlands: an overview","1996"
"166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030429189&partnerID=40&md5=51df4f332e179b309d12e807d1e6d16f","Recent bones of right whales Eubalaena glacialis from the southern North Sea","1996"
"167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030463381&partnerID=40&md5=f2a08d7d393788bc69744f1fbf79dd9e","Status of the harbour porpoise (Phocoena phocoena) in Danish waters","1996"
"168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030441839&partnerID=40&md5=e3a49ab48923de43bbc88849a688769f","Heavy metal concentrations in a sediment core from the tidal flats northwest of Busum","1996"
"169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030431980&partnerID=40&md5=8362b9f9d3042da4aa237ac995fa312c","Tackling nutrient pollution from agriculture: the North Sea Conference, OSPAR, the Nitrate Directive, and Dutch national policy","1996"
"170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035711621&partnerID=40&md5=c6c7d308f45dc6fbcb1d30530edb9138","A new Black Tern Chlidonias niger night roost in the IJsselmeer region","2001"
"171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29344460419&partnerID=40&md5=cf993c279d8175536c0705e577e1b552","Strong decline in the winter numbers of the Hooded Crow (Corvus corone cor-nix) in western Schleswig-Holstein/NW-Germany","2001"
"172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10944266641&partnerID=40&md5=971a1ec81f7ef83cfd0dabf22e583528","A review of global offshore environmental regulation and practice","2001"
"173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021818368&partnerID=40&md5=c9ec49867d58de59a536238206b727aa","LONGTERM CHANGES OF TIDAL REGIME IN THE GERMAN BIGHT (NORTH SEA).","1985"
"174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030448069&partnerID=40&md5=fb40a3c16f350bd13a519e33c1ffad34","The North Sea: Ecology and econimic use","1996"
"175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030438622&partnerID=40&md5=b85a95489c87e15e3c2cacbd806eb4f0","Causes and trends of the mortality of Guillemots (Uria aalge) ringed on the island of Helgoland, German Bight","1996"
"176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022212410&partnerID=40&md5=7baf8e3a0da6ed4df98e3d8c362fbd47","( Sea management and aquaculture. Developments in the fisheries of northern Europe).","1985"
"177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029811514&partnerID=40&md5=f47bd9d0dc8dd3bc32911fd637527ce5","Oil based mud discharges: environmental effects around drilling platforms in the Dutch sector of the North Sea","1996"
"178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021790316&partnerID=40&md5=5df35e1bb384dff35d30254b977a4975","Dredging operations to preserve German seaports' access channels to the open sea.","1985"
"179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022366325&partnerID=40&md5=760188341dbd1d7e98b57ee9e0d96dc9","Do directives of German food guidelines meet the demands on the meat product 'Bierschinken'?","1985"
"180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035103280&partnerID=40&md5=1c5fec7b19934dddb88a3e06a498ad81","ICES/GLOBEC cod and climate change programme: Backward facing 4 workshop data","2001"
"181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022189801&partnerID=40&md5=9d271ffc5c82fbb821ddd5872a1f5017","Factors determining the population size of Arctic-breeding geese wintering in western Europe.","1985"
"182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021602544&partnerID=40&md5=667c9b617c08f38c40a16afc2a0bb4ec","ACOUSTIC SURVEYS FOR HERRING IN THE ORKNEY-SHETLAND AREA.","1984"
"183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029699889&partnerID=40&md5=8b42bb46c5743261d4b2f47f36a5ce3b","Common database for ecotoxicological documentation of chemicals","1996"
"184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021578877&partnerID=40&md5=b98f7d1ea531ce847b3b59613bbac34a","Towards a strategy for the North Sea environment.","1984"
"185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021618953&partnerID=40&md5=43c88b99fcb444e3e8c1611ce1b05f89","MODIFICATION OF THE MODULATION TRANSFER FUNCTION BY SEA SLICKS MEASURED BY L-BAND RADAR.","1984"
"186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021618952&partnerID=40&md5=21a7f94cdf52d64eb8f10764d7141f96","OIL SPILL DETECTION WITH DFVLR X-BAND SLAR.","1984"
"187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029434356&partnerID=40&md5=695ccffd89dcda118e23306d8519fc43","Climate change research: evaluation and policy implications. Proceedings of the International Climate Change Research Conference, Maastricht, December 1994. Two volumes","1995"
"188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029431333&partnerID=40&md5=996b6683903ee806e7f055fbb8145466","Long-term changes in North Sea benthos","1995"
"189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029533452&partnerID=40&md5=26def27908396fcf93bbade611f3121f","Prototype monitoring study of wave climate and beach profile in the surfzone","1995"
"190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21444450064&partnerID=40&md5=d70ce1140b6c45768b48fd5b3763ac98","The discarding problem in the North Sea brown shrimp (Crangon Crangon) fishery.","2001"
"191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029537262&partnerID=40&md5=f2c475f7304443b867552ced3947d32c","Herring gull Larus argentatus and lesser black-backed gull L.fuscus feeding at fishing vessels in the breeding season: Competitive scavenging versus efficient flying","1995"
"192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029404561&partnerID=40&md5=ed701f59a387c1821afb123703e13d46","Barnacle beating - an international issue","1995"
"193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021565293&partnerID=40&md5=62d578a2f621578e42566c66e1f9c309","UKOOA has updated its oil pollution equipment and spray dispersant plan.","1984"
"194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021568401&partnerID=40&md5=f18040a08e6d1dab43b657a39b972465","( Experimental investigations about the effects of crude oil and dispersed crude oil in tidal flat environments. XV. The Puccinellietum maritimae (Warming) Christiansen of a salt marsh environment).","1984"
"195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021648248&partnerID=40&md5=1fc6f53d8722ff41aea6d6e5157659b0","Salt-marsh islands and foreshore in the North Friesian Islands, Wadden Sea, between conservation and exploitation systems","1984"
"196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021560347&partnerID=40&md5=6ef09ecb2600ad3f7cc80b9171d872e2","The harbour porpoise Phocoena phocoena (L.): regional populations, status, and information on direct and indirect catches.","1984"
"197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021712187&partnerID=40&md5=73a9ccb7ff234888f681b8422c55686e","Behaviour of organic micropollutants (PAH, PCB and BHC) and of a fecal sterol in the Husum estuary and in the adjacent North Frisian Wadden Sea","1984"
"198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029473915&partnerID=40&md5=2432fe2bb579346f2aa39d86f2a2b382","Impact of climate change on the Wadden Sea","1995"
"199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029530025&partnerID=40&md5=f2f8edebcd394cfb716d4d867e37c735","The effects of aquaculture in estuarine environments","1995"
"200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871383606&partnerID=40&md5=8de2240a8e2306d37e3eaa14589cb62d","The contribution of offshore wind farms to the underwater soundscape in the German North Sea","2012"
"201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029104996&partnerID=40&md5=82b10c27377593c4cd11213161838823","Removing oil from troubled waters","1995"
"202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021222132&partnerID=40&md5=2ac396cb60f21e5463905d737f4a9985","Further study of the heavy metal content in marine species from the North Sea","1984"
"203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054926372&partnerID=40&md5=bf0941f32c6f02c3ad7fa858e79ec091","Dangerous encounters: Safety to installations and fishing gear","1995"
"204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039771916&partnerID=40&md5=c38fb55a1e099559c962ec0663bb348d","Evaluation of fishing gear induced pipeline damage","1995"
"205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021591028&partnerID=40&md5=3205ead887a32c0680a22f38c646694f","Investigations of fish from the North Sea for contents of toxic heavy metals and chlorinated hydrocarbons with regard to food regulations","1984"
"206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029135584&partnerID=40&md5=666f54097c429723a3ff730fb8a426b4","Sea life sickened by urban pollution","1995"
"207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029105199&partnerID=40&md5=ce1afb30e6c07b1703188c284deb8b69","Dirty rigs choke North Sea to death","1995"
"208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029486953&partnerID=40&md5=6c47bc54dbecd5122590b0b22101dfa5","Radiochemical studies of the distribution and migration paths of artificial radionuclides in the European part of the Arctic Basin in 1990-1991","1995"
"209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029477416&partnerID=40&md5=de452b449b6b618b9fa42d15929d9491","Exploitation of harbour porpoises (Phocoena phocoena) in Danish waters: a historical review","1995"
"210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020991073&partnerID=40&md5=3e1d1f718d893cbf9f473b5a1dd57d5c","METHYLMERCURY CONTENT IN FISH OF THE NORTH SEA, THE MEDITERRANEAN SEA, AND SOME FRESH WATER FISH.","1983"
"211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021002802&partnerID=40&md5=f55a4cfc26e4d9af49db2d34d4294834","HEAVY METALS IN SURFACE SEDIMENTS OF THE GERMAN BIGHT AND ADJOINING AREAS.","1983"
"212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020978669&partnerID=40&md5=4a8008fa4b5bf188aec660d5f5ab5603","HEAVY METAL DISTRIBUTION IN TIDAL FLAT SEDIMENTS OF THE GERMAN PART OF THE NORTH SEA.","1983"
"213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021002531&partnerID=40&md5=2c2845aaad7180d39947984f8bf181c4","HEAVY METALS IN SEDIMENTS OF THE DUTCH WADDEN SEA.","1983"
"214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021001624&partnerID=40&md5=e1659049f2f7646cdaec3bace4527674","MERCURY DYNAMICS IN ESTUARINE SEDIMENTS - A TEN-YEAR STUDY.","1983"
"215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020978494&partnerID=40&md5=3dca2c8c5590bbc1879cf267b68fede5","ADSORPTION OF LEAD IN INTERTIDAL SEDIMENTS. IN SITU EXPERIMENTS WITH THE BREMERHAVEN CAISSON.","1983"
"216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020978906&partnerID=40&md5=e59db63702f292ca7ca5d794f174dfd6","CADMIUM CYCLING BETWEEN WATER, SEDIMENT, AND BIOTA IN AN ARTIFICIALLY CONTAMINATED MUD FLAT OF THE NORTH SEA.","1983"
"217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021002528&partnerID=40&md5=98fc3cab5042a6a3fc0f2371fd12a2d5","ASSESSMENT OF TRACE METAL INPUTS AND PATHWAYS TO THE MARINE AND TERRESTRIAL ENVIRONMENTS.","1983"
"218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865992978&partnerID=40&md5=33de7d30aaf7894ede5806b4e3574617","Toxicological profiling of water-soluble fractions of crude oil and diesel in atlantic cod (Gadus morhua)","2012"
"219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040380743&partnerID=40&md5=ad87740ebbbb8664fbe6860e3c2cfc72","Climate and fisheries.","1983"
"220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021071918&partnerID=40&md5=197ccdfb17d2cf29da6b3ff8ec42bc73","Sedimentological and geochemical investigations in the dumping area for wastes of titanium dioxide production in the Helgoland bight","1983"
"221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021025409&partnerID=40&md5=5e01818adb1f5081bf509876818ad6fa","Marine remote sensing activities of JRC-ISPRA.","1983"
"222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040498993&partnerID=40&md5=9139ae76e14c7abb9e14cf938794fff8","UNITED KINGDON FISHERY FOR THE DEEP WATER SHRIMP IN THE NORTH SEA PANDALUS BOREALIS.","1983"
"223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021060920&partnerID=40&md5=92f1f2023e479e5f032de60f835097b9","(The battle for the living resources of the North Sea).","1983"
"224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040305426&partnerID=40&md5=8e25f10d59fe33086dc51263d513bff2","Nature conservation, nature management and physical planning in the Wadden Sea area. Wadden Sea Working Group report 11.","1983"
"225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028677192&partnerID=40&md5=8574861c71ff80cf65b2864d57a3f864","Translocation of plankton in ballast water of ships: risks for the spread of toxic algae","1994"
"226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028728217&partnerID=40&md5=ef3b9147f9db66513f7853c12115e54d","Alternative to flaring in Norwegian North Sea","1994"
"227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013728754&partnerID=40&md5=e25a768b57100a61bb07b425d339ba0b","Tighter controls prove successful on River Forth.","1983"
"228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021057646&partnerID=40&md5=018b082c787ecac460b181724fd9a012","(The North Sea as a field of conflict. Uses, use rights, and the control of its use).","1983"
"229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021034073&partnerID=40&md5=f80ff13ccf6427bc929681bf76f647b0","( Pollution problems of the ecosystems of the North Sea).","1983"
"230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862542163&partnerID=40&md5=035474f4d72ae2879e505190cac77cd7","Shorebirds in the Dollard: Recovery of numbers or degradation of a natural system?","2012"
"231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028531826&partnerID=40&md5=6593b145aac34ddcf99776940bc8d01a","Development of super 13Cr martensitic stainless steel for OCTG service","1994"
"232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020868580&partnerID=40&md5=0dbb5ba167233a5c659c30aebba3b7b6","Reproductive output of eiders Somateria m. mollissima on the southern border of its breeding range.","1983"
"233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021062630&partnerID=40&md5=6ba4baaeb95f11bbbe8772683d8a9224","( Sea pollution and its effects on the North Sea).","1983"
"234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040283208&partnerID=40&md5=1dc95d29f45b2ef5e45ebaa94e29617c","Numerical modelling of North Sea currents and water levels.","1983"
"235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020572412&partnerID=40&md5=d0bbf565bcda94a8a75044c50d55bbb7","Three-dimesional numerical models of currents.","1983"
"236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863630100&partnerID=40&md5=1607ba6a75b31104ca2a3a0fcad59edd","Annual and diurnal phenology of birdcall activity above the German Bight","2012"
"237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020516338&partnerID=40&md5=dd5e0e235624b943a66729cecae205b2","Theoretical analysis of nuclear power plant waste water spreading in sea water environment.","1983"
"238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020972492&partnerID=40&md5=387b4b299c588bbe9fecadf485f73553","<sup>137</sup>Cs deposition in Japanese temporary residents of England","1983"
"239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028194311&partnerID=40&md5=2e89ee0422ba968782a999da675d8dd7","Recent anomalies in mean and high tidal water levels at the German North Sea coastline","1994"
"240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041146144&partnerID=40&md5=5cf3b2abff03733f7477b11c5b934d63","Bioindication in aquatic ecosystems","1994"
"241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028592829&partnerID=40&md5=2e908da9e5ef077f851a48355146f5bd","The influence of sea-level rise on tides and storm tides in the German Bight","1994"
"242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028099509&partnerID=40&md5=d9652d1fadd1b8cdfd15c62e12e811af","Marine pollution gets international attention","1994"
"243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028681387&partnerID=40&md5=7c2d02992724739fd1e96db9b2c5272b","Field testing passive acoustic devices designed to reduce the entanglement of small cetaceans in fishing gear","1994"
"244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020235909&partnerID=40&md5=c1848933946d55c2428ccfe93a11d320","NATURE IN NEW WADDEN-POLDERS CONSERVATION BY EXPLOITATION.","1982"
"245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020301282&partnerID=40&md5=7ea2d522f2b2d428ddc63157f29ba97a","DETERMINATION OF THERMAL POLLUTION OF THE RIVER MEUSE.","1982"
"246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020271259&partnerID=40&md5=cbdbc412e062cd261cbbd71fc7cedfba","REVIEW OF CHAPTER 3: COMPARATIVE NOTE ON THE EXPLOITATION AND DRAINAGE OF THE PEAT FENS NEAR THE WASH.","1982"
"247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020483338&partnerID=40&md5=b8e8d826fbad40b180b07c67068d9ef9","Diminished fertility in seals in the Netherlands, possibly resulting from exposure to large amounts of polychlorinated biphenyls (author's transl)","1982"
"248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019999854&partnerID=40&md5=7056fa2065cb555b3501ca3a5f685239","Discharge to the North Sea","1982"
"249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028593124&partnerID=40&md5=c2fd9bb76dbfbb69cd48cc70bf4b7607","Protecting the environment: GIS and the Wadden Sea","1994"
"250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028690851&partnerID=40&md5=4e7e7b4370cd4e8236e8d9713e890ea4","Risk of anthropogenic nitrogen and phosphorus entry into the North Sea ecosystem","1994"
"251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019977332&partnerID=40&md5=b40d26a004158211eea8e82bd7f13a53","The North Sea: From holiday paradise to rubbish dump?","1982"
"252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052542677&partnerID=40&md5=6ee5322a728fc5434d8b0cc14d9ef138","Marine accident analysis with GIS","2012"
"253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019897168&partnerID=40&md5=cf94b1026913e3059952a1c5c507cd8e","Environmental aspects of submarine pipelines - the North Sea experience.","1982"
"254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020373862&partnerID=40&md5=3ef89529d1e0ceb3864928f1359d96cf","Nature in new wadden- polders conservation by exploitation ( Lauwerzee).","1982"
"255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028253725&partnerID=40&md5=42c6f6558bf97c709faa388c3f039df5","Contribution of various sources of contaminants to the total input into the North Sea","1994"
"256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028456691&partnerID=40&md5=826621e53a6ca48e66832a73074abdef","Occurrence of Salmonella in coastal North Sea water and their hygienic relation to indicator bacteria and sources of contamination","1994"
"257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028681275&partnerID=40&md5=5c5e43b0d4929c6d890e6d4319abed9a","Monitoring of pollutants biological effects along the French coasts","1994"
"258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028039273&partnerID=40&md5=8c1ec81060c5e4313a981577f11e7dde","Recycling, water output limitation challenge set treatment methods","1994"
"259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028561460&partnerID=40&md5=ede92ca94e10174a552f115f45c2d8cd","History of the spoonbill Platalea leucorodia breeding population in the Netherlands, 1961-1993","1994"
"260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019647422&partnerID=40&md5=50c8ab9fb528b13783a913b5cadb141a","ENVIRONMENTAL ASPECTS OF DEEP WATER LARGE DIAMETER PIPELINES - NORTH SEA.","1981"
"261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027725891&partnerID=40&md5=e22865f6a989ba8a5661cf09c54b3193","Quantitative determination of ppq-ppt levels of polychlorinated dibenzo-p-dioxins and dibenzofurans in sediments from the arctic (barents sea) and the north sea","1993"
"262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019835927&partnerID=40&md5=e60e1657c8364313d360cf3451362666","Requirements for continuous automatic water quality monitoring in the Thames estuary","1981"
"263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019518912&partnerID=40&md5=3e68aacb210aaf432af98fb6347ec2df","Pollution of the North Sea: Loading and sources","1981"
"264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019751046&partnerID=40&md5=7aaac84d5f03146078ead055dc68b3d8","Recent changes in the communities of the Wadden Sea - natural phenomena or effects of pollution?","1981"
"265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019761583&partnerID=40&md5=45c299e411995324ee17f1fa42657304","( Ecosystems in the North Sea: rates by human influences).","1981"
"266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019815519&partnerID=40&md5=8e928b8d7cb03dbff97ef2f6826a1934","Water quality impacts exchanging water between sea and a closed estuary","1981"
"267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019656863&partnerID=40&md5=1b1b88f934212d3fe8789a810082fdb2","Down market remote sensing.","1981"
"268","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019698657&partnerID=40&md5=e52fa028b2744a5e51cb8ad0997497e0","The problem of setting standards for environmental protection: the United Kingdom and Norwegian approaches ( petroleum development).","1981"
"269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027790627&partnerID=40&md5=c48e1d29d62ad89de20e59fd49cd810f","Marine pollution and the environment of the North Sea","1993"
"270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019747017&partnerID=40&md5=45006e4e8b9f55b561bc02cd87058bce","Chemical pollution in the Wadden Sea.","1981"
"271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019763995&partnerID=40&md5=f0f1d5db9e0faf93d3dcafc906e62f41","The Thames Estuary herring stock ( Clupea harengus).","1981"
